Barcode,Fila,ID,Nombre,PrecioA,PrecioB,Problema
"1,79586E+12",3017,10076,MECHERA SMAT X25UNID,8700,0,Duplicado 1/2
"1,79586E+12",3441,10510,MECHERA CON LINTERNA SMAT X25UNID,12000,0,Duplicado 2/2

"4,0058E+12",2250,9089,PRESERVATIVO DUO RETARDANTE X3UNID,3000,0,Duplicado 1/2
"4,0058E+12",2990,10051,CONDON DUO 3G,3000,0,Duplicado 2/2

"4,0059E+12",2003,8864,NIVEA MEN ROLLON BLACK Y WHITE 50ML,8400,0,Duplicado 1/3
"4,0059E+12",2005,8866,ANTITRASPIRANTE NIVEA BLACK Y WHITE 150ML,14500,0,Duplicado 2/3
"4,0059E+12",3009,10105,NIVEA MEN BLACK WHITTE 9G,1000,0,Duplicado 3/3

"4,89705E+12",3339,10469,CHOCO HAPPY BON BONE CORAZON,16000,0,Duplicado 1/4
"4,89705E+12",3401,10470,CHOCO HAPPY BON BON CORAZON ,7500,0,Duplicado 2/4
"4,89705E+12",3409,10471,CHOCO HAPPY BON BON CORAZON ,10500,0,Duplicado 3/4
"4,89705E+12",3412,10472,CHOCO HAPPY CORAZON ,5200,0,Duplicado 4/4

"5,90135E+12",2849,9933,CREMA DE MANOS DELIA ,2400,2300,Duplicado 1/2
"5,90135E+12",5598,12738,BALSAMO PARA PIES Y PIERNAS CANSADOS 250ML,13200,12600,Duplicado 2/2

"5,90438E+12",3171,10768,ACEITUNAS VERDES 180GR,3300,0,Duplicado 1/2
"5,90438E+12",3670,10769,ACEITUNAS RELLENAS VERA,3300,0,Duplicado 2/2

"6,06111E+11",1539,8400,ARROCILLO GRANOS RINCON 500GR,1400,1300,Duplicado 1/2
"6,06111E+11",1544,8405,ALPISTE GRANOS RINCON 500GR,3200,0,Duplicado 2/2

"6,08875E+11",54,242,COMPOTA HEINZ MANZANA 113GR,3500,3250,Duplicado 1/6
"6,08875E+11",967,6267,COMPOTA HEINZ PERA 113GR,3500,3250,Duplicado 2/6
"6,08875E+11",3012,10071,COMPOTA HEINZ CIRUELA 113GR,3500,3250,Duplicado 3/6
"6,08875E+11",4319,11450,COMPOTA HEINZ COCTEL 113GR,3500,3250,Duplicado 4/6
"6,08875E+11",4566,11694,COMPOTA HEINZ MELOCOTON 113GR,3500,3250,Duplicado 5/6
"6,08875E+11",4954,12085,COMPOTA HEINZ GUAYABA 113GR,3500,3250,Duplicado 6/6

"6,14143E+11",5243,12381,ARROZ PROVICIA 1.000GR,3700,3600,Duplicado 1/2
"6,14143E+11",5460,12599,LAVALOZA ANGEL CLEAN LIMON 3K,19000,18500,Duplicado 2/2

"6,45667E+11",654,4098,PLATOS DARNEL 23CM X20UNID,4600,4480,Duplicado 1/8
"6,45667E+11",655,4099,PLATOS DARNEL 15.5  X20UNID,2300,2180,Duplicado 2/8
"6,45667E+11",3549,10777,CUCHARA DULCERA TAMI X20UNID,1600,1470,Duplicado 3/8
"6,45667E+11",3923,11033,PLATOS DARNELL X20UNID 26CM,5200,5050,Duplicado 4/8
"6,45667E+11",4853,11978,CUCHARA TAMI X20UNID,2100,2000,Duplicado 5/8
"6,45667E+11",4854,11979,TENEDOR X20UNID TAMI,1900,1750,Duplicado 6/8
"6,45667E+11",5049,12182,CUCHARA DULCERA TAMI X100UNID,2800,2700,Duplicado 7/8
"6,45667E+11",5501,12640,TENEDOR TAMI X100UNID,2700,2600,Duplicado 8/8

"6,5024E+11",315,1361,MEDICASP SHAMPOO 100ML,28000,0,Duplicado 1/24
"6,5024E+11",1139,7343,VANART COCO KERATINA 50ML,1000,0,Duplicado 2/24
"6,5024E+11",1143,7364,SHAMPOO VANART BONDADES DEL CHILE 600ML ,6200,0,Duplicado 3/24
"6,5024E+11",1337,8198,SHAMPOO VANART ANTI ESPONJADO COCO KERATINA 600ML,12800,0,Duplicado 4/24
"6,5024E+11",1931,8792,GOICOECHEA DOBLE MENTOL 400ML,13800,0,Duplicado 5/24
"6,5024E+11",2485,9344,SHAMPOO TIO NACHO ACLARANTE 1LITRO,33500,0,Duplicado 6/24
"6,5024E+11",3107,10438,SHAMPOO VANART COCO KERATINA  600ML,7900,7500,Duplicado 7/24
"6,5024E+11",3274,10335,SHAMPOO TIO NACHO HERBOLARIA MILENARIA 415ML,30000,29000,Duplicado 8/24
"6,5024E+11",3275,10336,SHAMPOO TIO NACHO ANTI CANAS 415ML,30000,29000,Duplicado 9/24
"6,5024E+11",3276,10337,SHAMPOO TIO NACHO ACLARANTE 415ML,30000,29000,Duplicado 10/24
"6,5024E+11",3277,10338,SHAMPOO TIO NACHO ANTI EDAD 415ML,30000,29000,Duplicado 11/24
"6,5024E+11",3337,10443,SHAMPOO TIO NACHO ACLARANTE JALEA REAL 18ML,1100,1000,Duplicado 12/24
"6,5024E+11",3424,10522,TIO NACHO PURIFICANTE CON CELULAS 415ML,30000,29000,Duplicado 13/24
"6,5024E+11",3642,10739,ASEPXIA EXFOLIANTE PIÑA 100GR,4200,0,Duplicado 14/24
"6,5024E+11",3719,10878,SHAMPOO TIO NACHO MAS ACONDICIONADOR 415ML,50500,0,Duplicado 15/24
"6,5024E+11",4843,11968,SHAMPOO TIO NACHITO 2 EN 1 X400ML,32000,0,Duplicado 16/24
"6,5024E+11",5062,12195,TIO NACHO SHAMPOO ANTI CANAS 1L,41500,0,Duplicado 17/24
"6,5024E+11",5100,12235,SHAMPOO TIO NACHO ANTI CANAS 950ML,38000,37000,Duplicado 18/24
"6,5024E+11",5101,12236,SHAMPOO TIO NACHO HERBOLARIA MILENARIA 950ML,38000,37000,Duplicado 19/24
"6,5024E+11",5102,12237,SHAMPOO TIO NACHO ACLARANTE 950ML,38000,37000,Duplicado 20/24
"6,5024E+11",5337,12476,SUEROX 5 IONES  FRUTOS ROJOS 630ML,7300,7000,Duplicado 21/24
"6,5024E+11",5338,12477,SUEROX 5 IONES MORA AZUL HIERBABUENA 630ML,7300,7000,Duplicado 22/24
"6,5024E+11",5339,12478,SUEROX 5 IONES FRESA KIWI 630ML,7300,7000,Duplicado 23/24
"6,5024E+11",5847,12988,TIO NACHO PROPOLEO CONTROL 415ML,28000,0,Duplicado 24/24

"6,58325E+11",3071,10123,ATUN DOÑA MAGOLA 175GR,3500,3300,Duplicado 1/4
"6,58325E+11",5740,12881,DURAZNOS ALMIBAR 1000G CARVAJAL MALDONADO,9100,8800,Duplicado 2/4
"6,58325E+11",5741,12882,DURAZNOS ALMIBAR 500G CARVAJAL MALDONADO,4900,4730,Duplicado 3/4
"6,58325E+11",5889,13030,DURAZNO ALMIBAR CARVAJAL 250GR,3400,3200,Duplicado 4/4

"6,59525E+11",3421,10482,ACEITE CORPORAL ALMENRA 100ML,4200,0,Duplicado 1/2
"6,59525E+11",5211,12348,ARENA APRA GATOS SILVESTER 4KG,14200,0,Duplicado 2/2

"6,64697E+11",3946,11060,AZUCAR 2.5 ZURAKU,9600,0,Duplicado 1/2
"6,64697E+11",4644,11771,AZUCAR ZUCARU 1.000GR,4200,4080,Duplicado 2/2

"6,90307E+12",2202,9042,MASCARILLA KARITE COFFE ,3000,2800,Duplicado 1/4
"6,90307E+12",5190,12327,PROTECTOR SOLAR BARRA SUN CREEN  90,10500,9900,Duplicado 2/4
"6,90307E+12",5624,12764,COMPACTO FITBB,4800,4600,Duplicado 3/4
"6,90307E+12",5878,13019,COLAGENO DE OJERAS KISS BEAUTY 30UNID,6500,0,Duplicado 4/4

"6,9142E+12",5423,12562,DULCE DE TRACTOR JUGUETE ,10000,0,Duplicado 1/2
"6,9142E+12",5424,12563,DINOSAURIO ALITAS JUGUETE ,9400,0,Duplicado 2/2

"6,92048E+12",4602,11730,DULCE JAULA PAJARO  X30,22000,21000,Duplicado 1/5
"6,92048E+12",4613,11741,BONBONERA OJOS LOCO SHIFFLIS X50,25600,25100,Duplicado 2/5
"6,92048E+12",4617,11745,BON BONERA YUMY GOMY EMOLLIS X50UNID,38300,37400,Duplicado 3/5
"6,92048E+12",5455,12594,fruit taste gelatina binkingo,1000,800,Duplicado 4/5
"6,92048E+12",5855,12996,DULCE CONEJO VILVATO X20UNID,22000,21000,Duplicado 5/5

"6,92816E+12",5280,12418,CEPILLO DORCO MAS PROTECTOR,3000,0,Duplicado 1/2
"6,92816E+12",5597,12737,CEPILLO DORCO 003,2200,1950,Duplicado 2/2

"6,94202E+12",4996,12127,MASCARLLA ARROZ 25GR,1000,800,Duplicado 1/4
"6,94202E+12",5187,12324,COMBO ALMA BEAUTY VITAMINA C X4,16000,15200,Duplicado 2/4
"6,94202E+12",5191,12328,ALMA BEAUTY ACIDO HIALURONICO X5 PIEZAS,36500,34800,Duplicado 3/4
"6,94202E+12",5871,13012,MASCARILLA 3 PASOS BIOAQUA,2500,0,Duplicado 4/4

"6,94235E+12",2679,9510,PROTECTOR SOLAR DE ARROZ BIOAQUA SPF50 150ML,8500,0,Duplicado 1/8
"6,94235E+12",4993,12124,MASCARILLA HALURONIC ACID 8D 25ML,1000,850,Duplicado 2/8
"6,94235E+12",4995,12126,MASCARILLA CALENDULA HYDRATANTE,1000,850,Duplicado 3/8
"6,94235E+12",4998,12129,MASCARILLA BLUEPERRIES 25ML,1000,850,Duplicado 4/8
"6,94235E+12",5867,13008,MASCARILLA HYALURONIC ACID VITAMINA C,1000,850,Duplicado 5/8
"6,94235E+12",5876,13017,MASCARILLA REMOVEDORA DE ACNE,1500,1300,Duplicado 6/8
"6,94235E+12",5877,13018,PROTECTOR SOLAR DE COALGENO ,4200,0,Duplicado 7/8
"6,94235E+12",5879,13020,SHAMPOO ALOE VERA ,500,0,Duplicado 8/8

"6,94497E+12",5691,12832,PAÑITOS NATURAL WIPES X40UNID,3300,3100,Duplicado 1/2
"6,94497E+12",5816,12957,PAÑITOS HUMEDOS NATURAL WIPES X100,5800,5600,Duplicado 2/2

"6,94779E+12",5868,13009,MASCARILLA BAD GIRL MAKEUP DAY ,1000,850,Duplicado 1/2
"6,94779E+12",5869,13010,MASCARILLA PANDA,1000,850,Duplicado 2/2

"6,96071E+12",3201,10261,VASOS DE CARTON 7OZ X50UNID,7700,0,Duplicado 1/2
"6,96071E+12",5074,12207,CUCHARA DULCERA X100UNID,2900,2750,Duplicado 2/2

"6,9642E+12",4358,11489,COPITOS CORAZON SUPER,1500,1300,Duplicado 1/2
"6,9642E+12",4359,11490,COPITOS REDONDOS SUPER,1200,1000,Duplicado 2/2

"6,97524E+12",4999,12130,MASCARILLA PARA LAS OJERAS 7GR,1000,700,Duplicado 1/2
"6,97524E+12",5001,12132,MASCARILLA COLAGENO LABIOS ,1000,850,Duplicado 2/2

"6,97607E+12",4997,12128,MASCARILLA MOISTURIZING 25ML,1000,850,Duplicado 1/3
"6,97607E+12",5617,12757,BIOAQUA LIMPIADOR FACIAL CON CEPILLO,9000,0,Duplicado 2/3
"6,97607E+12",5623,12763,TRATAMIENTO CAOILAR DE ARROZ BIOAQUA,8500,8300,Duplicado 3/3

"6,9765E+12",4994,12125,MASCARILLA ALOE VERA 25ML,1000,850,Duplicado 1/2
"6,9765E+12",5189,12326,SADOER RETINOL X5 PIEZAS ,35000,33000,Duplicado 2/2

"6,97662E+12",5621,12761,BALSAMO LABIAL BIOAQUA,2500,2200,Duplicado 1/4
"6,97662E+12",5622,12762,BALSAMO LABIAL BIAQUA HOMBRE,2500,2300,Duplicado 2/4
"6,97662E+12",5863,13004,BALSAMO BIOQUA NARANJA,2500,2200,Duplicado 3/4
"6,97662E+12",5864,13005,BALSAMO ALOE VERA,2500,2200,Duplicado 4/4

"6,97664E+12",5447,12586,CEPILLO WTAAWT X3UNID,3500,0,Duplicado 1/3
"6,97664E+12",5594,12734,CEPILLO CON PROTECTOR REF 2440,1500,1200,Duplicado 2/3
"6,97664E+12",5891,13032,CEPILLO,1500,0,Duplicado 3/3

"7,00998E+12",3821,10926,ACEITUNAS RELLENAS CON PIMENTON  250GR,6000,5750,Duplicado 1/4
"7,00998E+12",3822,10927,ALCAPARRA EN VINAGRE 250GR,6000,5750,Duplicado 2/4
"7,00998E+12",3823,10928,ACEITUNAS RELLES DE PIMNTON 500GR,10800,10350,Duplicado 3/4
"7,00998E+12",3824,10929,ALCAPARRA EN VINAGRE 500GR,10800,10350,Duplicado 4/4

"7,01575E+11",3734,10832,SHAMPOO ALMACE PARA NIÑOS GIRASOÑ 900ML,9800,9500,Duplicado 1/2
"7,01575E+11",3898,11007,SHAMPOO PARA NIÑOS ALMAE 900 ML,9800,0,Duplicado 2/2

"7,0646E+11",2333,9170,PEDIGREE SABOR A POLLO ASADO 100GR,3300,3200,Duplicado 1/3
"7,0646E+11",2848,9932,WHISKAS GATICOS 85GR ,3300,3200,Duplicado 2/3
"7,0646E+11",5530,12670,PEDIGREE RAZAS PEQUEÑAS 100GR,3300,3200,Duplicado 3/3

"7,19503E+11",370,1920,MAYONESA M 445GR,12500,12100,Duplicado 1/2
"7,19503E+11",5041,12174,MAYONESA MA 910GR,21500,20700,Duplicado 2/2

"7,34191E+11",1388,8249,ALUMINIO 7MT BS ,3600,3450,Duplicado 1/5
"7,34191E+11",2020,8881,PAPEL ALUMINIO CAJA 40M SUPER BLUE ,12600,12200,Duplicado 2/5
"7,34191E+11",2524,9386,PAPEL ALUMINIO CAJA 16M SUPER BLUE,5400,5180,Duplicado 3/5
"7,34191E+11",3172,10695,SALCHICHA AMERICANA MIXTA TIPO AMERICANA 1.000GR,13000,12800,Duplicado 4/5
"7,34191E+11",3811,10916,MONTE RES BOLOGÑA,8100,7750,Duplicado 5/5

"7,44116E+12",1681,8542,GELATINAS FRUIT JELLY 55UNID,29900,28900,Duplicado 1/4
"7,44116E+12",2287,9334,GELATINA FRUIT JELLY X8UNID,4200,4100,Duplicado 2/4
"7,44116E+12",4057,11173,GELATINA ESTRELLA FRUIT JELLY BONBONERA X55UNID,32500,32000,Duplicado 3/4
"7,44116E+12",4059,11175,GELATINA FRUIT JELLY X8UNID,4500,4300,Duplicado 4/4

"7,45008E+12",2111,8972,CEPILLO TOP ORAL ADULTO,1300,0,Duplicado 1/6
"7,45008E+12",2112,8973,CEPILLO TOPORAL MAS PROTECTORES,1600,0,Duplicado 2/6
"7,45008E+12",2759,9585,CEPILLO TOP ORAL KIDS ,1600,0,Duplicado 3/6
"7,45008E+12",3087,10139,CEPILLO ESTUCHE TOP ORAL,2400,2300,Duplicado 4/6
"7,45008E+12",3270,10363,CEPILLO TOP ORAL ,1400,0,Duplicado 5/6
"7,45008E+12",3752,10850,CEPILLO TOP ORAL VIAJERO,3500,0,Duplicado 6/6

"7,45301E+12",142,678,ESPONJA BRILLO MATRIX,800,625,Duplicado 1/5
"7,45301E+12",3315,10384,HILOS CON AGUJAS MEDUSA ,2500,2300,Duplicado 2/5
"7,45301E+12",4743,11869,CEPILLO TRI DENT NEW NIÑOS,1200,1000,Duplicado 3/5
"7,45301E+12",4753,11879,CEPILLO DENTAL TRY DENT NEW ADULTO,1300,1100,Duplicado 4/5
"7,45301E+12",5289,12427,COPITOS CORONA 300UNID,5800,5650,Duplicado 5/5

"7,46E+12",3519,10612,ESPONJA LUBA ,800,684,Duplicado 1/2
"7,46E+12",5380,12519,ESPONJA LUBA X2UNID,1100,0,Duplicado 2/2

"7,50044E+12",40,174,CEPILLO ORAL B ,2500,2267,Duplicado 1/97
"7,50044E+12",97,472,HEAD SHOULDERS 2 EN 1,18000,17500,Duplicado 2/97
"7,50044E+12",98,475,Head Shoulders Aceite de Coco,18000,17500,Duplicado 3/97
"7,50044E+12",180,791,Pantene Mascarilla 300ml,1400,0,Duplicado 4/97
"7,50044E+12",245,1053,Pantene,1200,0,Duplicado 5/97
"7,50044E+12",283,1206,Head Shoulders Coco,900,0,Duplicado 6/97
"7,50044E+12",309,9672,GILLETE SPECIALIZEO 45GR,10500,0,Duplicado 7/97
"7,50044E+12",430,2278,Pantene Champu,16500,0,Duplicado 8/97
"7,50044E+12",487,2551,ARIEL TRIPLE PODER 1KG,11000,10500,Duplicado 9/97
"7,50044E+12",489,2554,ARIEL REVITACOLOR 450GR,5200,5000,Duplicado 10/97
"7,50044E+12",787,5051,ARIEL REVITACOLOR 1KG,11000,10500,Duplicado 11/97
"7,50044E+12",798,5122,ARIEL 2.000GR,22500,21800,Duplicado 12/97
"7,50044E+12",826,5292,SHAMPOO PANTENE PRO V 18ML,900,0,Duplicado 13/97
"7,50044E+12",868,5617,Shampoo H y S 33 ml.,1200,0,Duplicado 14/97
"7,50044E+12",882,5700,ARIEL TRIPLE PODER 450GR,5200,5100,Duplicado 15/97
"7,50044E+12",1000,6517,RINDEX 10 FRESCURA 500GR,4600,4500,Duplicado 16/97
"7,50044E+12",1001,6518,RINDEX 10 LIMON 1KG,9100,8900,Duplicado 17/97
"7,50044E+12",1015,6545,HEAD SHOULDERS LIMPIEZA RENOVADORA 180ML,12000,11700,Duplicado 18/97
"7,50044E+12",1016,6546,HEAD Y SHOULDERS 2 EN 1 180ML,12000,11700,Duplicado 19/97
"7,50044E+12",1017,6548,HEAD SHOULDER LIMPIEZA 375ML,18000,17500,Duplicado 20/97
"7,50044E+12",1024,6606,HEAD Y SHOULDER 375 MAS 180,28800,0,Duplicado 21/97
"7,50044E+12",1046,6685,Rindex 10  125g,1000,0,Duplicado 22/97
"7,50044E+12",1112,7257,RINDEX 10 125GR,1400,1320,Duplicado 23/97
"7,50044E+12",1123,7316,RINDEX 10 FRESCURA 1KG,9100,8900,Duplicado 24/97
"7,50044E+12",1261,7864,Head Shoulders,1200,0,Duplicado 25/97
"7,50044E+12",1273,7933,RINDEX 10 500GR MULTIUSOS,4600,4500,Duplicado 26/97
"7,50044E+12",1316,8126,HEAD Y SHOULDERS DERMO SENSITIVE  180ML,12000,11500,Duplicado 27/97
"7,50044E+12",1404,8265,PANTEME COLAGENO 18ML SACHET,900,0,Duplicado 28/97
"7,50044E+12",1924,8785,ORAL B EXTRA BLANCURA 180GR,12000,11700,Duplicado 29/97
"7,50044E+12",1966,8827,HEAD Y SHOULDERS ACEITE DE COCO 700ML,32000,31500,Duplicado 30/97
"7,50044E+12",1967,8828,SHAMPOO PANTENE BAMBU 200ML,12200,11800,Duplicado 31/97
"7,50044E+12",1999,8860,OLD SPICE SECO MEN BARRA 50GR,13500,0,Duplicado 32/97
"7,50044E+12",2024,8885,CEPILLO ORAL B MAS CREMA 70GR,11800,0,Duplicado 33/97
"7,50044E+12",2203,9043,PANTENE BAMBU NUTRE Y CRECE 30ML,1500,0,Duplicado 34/97
"7,50044E+12",2256,9095,HEAD SHOULDER SHAMPOO X36 PANTENE,21000,0,Duplicado 35/97
"7,50044E+12",2289,9127,SHAMPOO PANTENE 300ML COLAGENO,16500,16250,Duplicado 36/97
"7,50044E+12",2353,9189,SHAMPOO HEAD SHOULDERS 2EN1 375X2,34600,34600,Duplicado 37/97
"7,50044E+12",2414,9250,ARIEL REVITACOLOR 800GR,10500,10200,Duplicado 38/97
"7,50044E+12",2489,9347,HEAD SHOULDERS DERMO 1.000ML,39800,0,Duplicado 39/97
"7,50044E+12",2490,9348,HEADSHOULDERS LIMPIEZA Y REVITALIZACION 1.000ML,39800,0,Duplicado 40/97
"7,50044E+12",2492,9350,HEAD SHOULDERS ACEITE DE COCO 300ML,15500,0,Duplicado 41/97
"7,50044E+12",2493,9351,CREMA PARA PEINAR PANTENE 300ML,17500,0,Duplicado 42/97
"7,50044E+12",2525,9387,RINDEX MULTI BENEFICIOS 2KG,15000,0,Duplicado 43/97
"7,50044E+12",2562,9671,GILLETTE HYDRA GEL 45GR,10500,10000,Duplicado 44/97
"7,50044E+12",2583,9424,COMBO SHAM HEAD Y CREMA PEINAR,31000,0,Duplicado 45/97
"7,50044E+12",2736,9563,DOWNY PERFUME COLLETION 900ML,19500,0,Duplicado 46/97
"7,50044E+12",2896,9996,ORAL B KIDS 50GR,5800,5600,Duplicado 47/97
"7,50044E+12",2919,9991,ORAL B KIDS 37ML,5800,5600,Duplicado 48/97
"7,50044E+12",2964,10028,SHAMPO HEAD SHOULDER MAS PANTENE 36UNID,24000,0,Duplicado 49/97
"7,50044E+12",3030,10490,GILLETTE ACTIVE PROTECT TRAINING 82GR,17900,17400,Duplicado 50/97
"7,50044E+12",3098,11288,TRATAMIENTO PANTENE BAMBU NUTRE Y CRECE 300ML,16500,0,Duplicado 51/97
"7,50044E+12",3193,10253,HEAD SHOULDERS LIMPIEZA Y REVITALIZACION 180ML,12000,11700,Duplicado 52/97
"7,50044E+12",3194,10254,HEAD SHOULDERS CARBON ACTIVO 700ML,32000,31500,Duplicado 53/97
"7,50044E+12",3195,10255,HEAD SHOULDER 2 EN 1 700ML,32000,31200,Duplicado 54/97
"7,50044E+12",3196,10256,HEAD SHOULDERS CAFEINA 700ML,32000,31500,Duplicado 55/97
"7,50044E+12",3197,10257,HEAD SHOULDERS MEN 700ML,32000,31500,Duplicado 56/97
"7,50044E+12",3254,10349,SHAMPOO PANTENE MAS ACONDIONADOR 400ML,33000,0,Duplicado 57/97
"7,50044E+12",3279,10339,CEPILLO ORAL B DETOX X3UNID,24500,0,Duplicado 58/97
"7,50044E+12",3280,10340,CEPILLO ORAL B SALUD 7 BENEFICIO CARBON ,17800,0,Duplicado 59/97
"7,50044E+12",3302,10394,ARIEL TRIPLE PODER 5KG,46500,46000,Duplicado 60/97
"7,50044E+12",3335,10400,GILLETTE MACH 3 ,14400,0,Duplicado 61/97
"7,50044E+12",3399,10609,REPUESTOS GILLETTE STAQR3 ,10500,0,Duplicado 62/97
"7,50044E+12",3553,10632,ARIEL TRIPLE PODER 100GR,1200,0,Duplicado 63/97
"7,50044E+12",3554,10633,ARIEL REVITA COLOR 125GR,1500,0,Duplicado 64/97
"7,50044E+12",3573,10647,DESODORANTE OLD SPICE DEFENSE 80GTR,15500,0,Duplicado 65/97
"7,50044E+12",3786,10891,PRESTOBARBA GILLETE MACH3 MAS REPUESTO,17000,0,Duplicado 66/97
"7,50044E+12",3828,10934,ARIEL TRIPLE PODER  PODER 3.5GR ,33400,32800,Duplicado 67/97
"7,50044E+12",3875,10983,GILLETTE HYDRA GEL 82GR,17900,17400,Duplicado 68/97
"7,50044E+12",4052,11167,ARIEL TRIPLE PODER 225GR,2800,0,Duplicado 69/97
"7,50044E+12",4109,11226,RINDEX 2 EN 1 5KG,34500,0,Duplicado 70/97
"7,50044E+12",4171,11291,DOWNY ADORAVEL 450ML,6900,0,Duplicado 71/97
"7,50044E+12",4238,11366,ESPUMA DE AFEITAR CABON ACTIVO 150GR,16000,0,Duplicado 72/97
"7,50044E+12",4318,11449,ARIEL TRIPLE PODER 700GR,6700,6500,Duplicado 73/97
"7,50044E+12",4425,11557,HEAD SHOULDERS 375ML LIMPIEZA,18000,17500,Duplicado 74/97
"7,50044E+12",4432,11564,SHAMPOO PANTENE MAS ACONDICIONADOR BAMBU 200ML,19000,0,Duplicado 75/97
"7,50044E+12",4544,11673,GILLETTE SPECIAL GEL 82GR,17900,17400,Duplicado 76/97
"7,50044E+12",4545,12278,ENJUAGUE BUCAL ORAL BDETOX 500ML,18800,0,Duplicado 77/97
"7,50044E+12",4569,11697,SHAMPOO HEAD SHOULDERS 700ML LIMPIESA,32000,31500,Duplicado 78/97
"7,50044E+12",4663,11790,DETERGENTE ARIEL 800ML,10500,10200,Duplicado 79/97
"7,50044E+12",4804,11930,TRATAMIENTO PANTENE INTENSA SELLA PUNTA 300ML,16000,0,Duplicado 80/97
"7,50044E+12",4837,11962,DETERGENTE ARIEL DOBLE PODER 400ML,8200,7980,Duplicado 81/97
"7,50044E+12",4838,11963,DETERGENTE ARIEL DOBLE PODER 1.2L,22000,21600,Duplicado 82/97
"7,50044E+12",4840,11965,HEAD SHOULDER 180ML X2 ,23400,0,Duplicado 83/97
"7,50044E+12",4963,12094,PRESTOBARBA GILLETTE 2 HOJAS X2UNID,2600,2450,Duplicado 84/97
"7,50044E+12",5023,12156,ARIEL TRIPLE PODER 2.5KG,25000,24600,Duplicado 85/97
"7,50044E+12",5024,12157,ARIEL TRIPLE PODER 1.5GR,16200,15600,Duplicado 86/97
"7,50044E+12",5132,12267,HEAD SHOULDER ANTI COMEZON 375ML,18000,17500,Duplicado 87/97
"7,50044E+12",5133,12268,HEAD SHOULDER ANTI COMEZON 180ML,12000,11700,Duplicado 88/97
"7,50044E+12",5172,12309,ARIEL DOWNY 4KG,41000,40000,Duplicado 89/97
"7,50044E+12",5347,12486,SHAMPOO HEAD SHOULDERS ANTICOMESON 375M 180M,28800,0,Duplicado 90/97
"7,50044E+12",5435,12574,SHAMPOO PANTENE RESTAURACION 700ML,28000,27000,Duplicado 91/97
"7,50044E+12",5436,12575,SHAMPOO PANTENE BAMBU 750ML,28000,27000,Duplicado 92/97
"7,50044E+12",5580,12720,SHAMPOO PANTENE COLAGENO 300ML MAS ACONDICIONADOR ,33500,0,Duplicado 93/97
"7,50044E+12",5723,12864,SHAMPOO KERATINA 18G,1000,767,Duplicado 94/97
"7,50044E+12",5731,12872,SHAMPOO HEAD SHOULDERS COCO 180ML,12000,11500,Duplicado 95/97
"7,50044E+12",5750,12891,HEAD SHOULDER DERMA SENSITIVE 375ML,18000,0,Duplicado 96/97
"7,50044E+12",5812,12953,HEAD SHOULDER 375 MAS 375 ,34600,0,Duplicado 97/97

"7,50081E+12",1340,8201,TAKIS XPLOSION 185G,9000,8200,Duplicado 1/10
"7,50081E+12",1341,8202,TAKIS FUEGO 185G,9000,8200,Duplicado 2/10
"7,50081E+12",1342,8203,TAKIS ORIGINAL 185G,8400,8200,Duplicado 3/10
"7,50081E+12",1347,8208,TAKIS ORIGINAL 45GR,3300,0,Duplicado 4/10
"7,50081E+12",1348,8209,TAKIS XPLOSION 45G,3300,0,Duplicado 5/10
"7,50081E+12",2871,9946,TAKIS FUEGO 45GR,3300,0,Duplicado 6/10
"7,50081E+12",4703,11829,TAKIS FUEGO 50GR,3400,3350,Duplicado 7/10
"7,50081E+12",4933,12061,TAKIS FUEGO 185GR,9000,0,Duplicado 8/10
"7,50081E+12",5006,12137,TAKIS BLUE HEAT 185GR,9400,9300,Duplicado 9/10
"7,50081E+12",5007,12138,TAKIS BLUE HEAT 50GR,3400,3350,Duplicado 10/10

"7,50101E+12",618,3631,HEAD Y SHOULDERS LIMPIEZA 18ML,900,0,Duplicado 1/4
"7,50101E+12",1241,7756,CEPILLO PRO DELUXE,2800,2500,Duplicado 2/4
"7,50101E+12",4169,11289,TRATAMIENTO PANTENE REPARA Y PROTEGE ANTI FRIZZ 30,16000,0,Duplicado 3/4
"7,50101E+12",4764,11890,CEPILLO ORALB COMPLETE DUO MEDIO,10000,9700,Duplicado 4/4

"7,50103E+12",121,591,SPEED STICK PRATIC 30GR,3200,3050,Duplicado 1/19
"7,50103E+12",123,594,LADY SPEED STICK TALC DUO 9G,1500,0,Duplicado 2/19
"7,50103E+12",341,1515,SPEED STICK DUO CREMA 9G,1500,0,Duplicado 3/19
"7,50103E+12",732,9827,AMBIENTADOR GLADE MORA RADIANTE 400ML,11000,10600,Duplicado 4/19
"7,50103E+12",733,9828,AMBIENTADOR GLADE PARAIZO AZUL 400ML,11000,10600,Duplicado 5/19
"7,50103E+12",735,9830,AMBIENTADOR GLADE LAVANDA 400ML,11000,10600,Duplicado 6/19
"7,50103E+12",1151,7405,RAID ZANCUDO Y MOSCA 285CC,11000,10600,Duplicado 7/19
"7,50103E+12",1190,7563,BAYGON MOSCAS 400CM,15700,15200,Duplicado 8/19
"7,50103E+12",2847,9931,RAID MAX MATA CUCARACHAS Y CHIRIPAS 285ML,12300,11900,Duplicado 9/19
"7,50103E+12",3826,10932,RAID ZANCUDOS Y MOSCAS 244G,13000,12500,Duplicado 10/19
